Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-09-28 00:00:00-04:00,284.0,291.0,284.0,290.54998779296875,391,0.0,0.0
1998-09-29 00:00:00-04:00,282.0,284.0,282.0,282.0,531,0.0,0.0
1998-09-30 00:00:00-04:00,279.0,283.0,277.0,281.1499938964844,143,0.0,0.0
1998-10-01 00:00:00-04:00,282.0,286.0,282.0,284.5,81,0.0,0.0
1998-10-02 00:00:00-04:00,282.0,283.5,282.0,283.5,143,0.0,0.0
1998-10-05 00:00:00-04:00,282.0,283.5,279.0,280.0,122,0.0,0.0
1998-10-06 00:00:00-04:00,280.0,283.0,278.25,282.6000061035156,236,0.0,0.0
1998-10-07 00:00:00-04:00,285.8999938964844,288.0,284.5,286.29998779296875,179,0.0,0.0
1998-10-08 00:00:00-04:00,285.0,287.0,282.1000061035156,282.75,333,0.0,0.0
1998-10-09 00:00:00-04:00,282.0,284.0,281.0,283.75,252,0.0,0.0
1998-10-12 00:00:00-04:00,283.0,283.0,278.5,278.5,197,0.0,0.0
1998-10-13 00:00:00-04:00,278.0,281.0,278.0,279.0,200,0.0,0.0
1998-10-14 00:00:00-04:00,275.20001220703125,279.0,275.0,278.0,161,0.0,0.0
1998-10-15 00:00:00-04:00,275.0,277.0,274.5,275.0,174,0.0,0.0
1998-10-16 00:00:00-04:00,278.0,282.0,277.0,280.95001220703125,100,0.0,0.0
1998-10-19 00:00:00-04:00,278.0,278.0,275.5,276.0,692,0.0,0.0
1998-10-20 00:00:00-04:00,274.20001220703125,274.20001220703125,270.5,272.75,143,0.0,0.0
1998-10-21 00:00:00-04:00,273.29998779296875,278.0,273.29998779296875,275.0,228,0.0,0.0
1998-10-22 00:00:00-04:00,275.0,275.0,273.5,273.8500061035156,137,0.0,0.0
1998-10-23 00:00:00-04:00,275.0,277.0,275.0,276.79998779296875,175,0.0,0.0
1998-10-26 00:00:00-05:00,278.0,278.8999938964844,275.1000061035156,275.5,261,0.0,0.0
1998-10-27 00:00:00-05:00,277.0,283.8999938964844,277.0,282.04998779296875,279,0.0,0.0
1998-10-28 00:00:00-05:00,281.5,281.5,279.1000061035156,281.0,195,0.0,0.0
1998-10-29 00:00:00-05:00,279.0,279.5,276.0,276.6000061035156,160,0.0,0.0
1998-10-30 00:00:00-05:00,275.1000061035156,277.0,275.0,277.0,94,0.0,0.0
1998-11-02 00:00:00-05:00,274.0,274.0,273.0,273.0,148,0.0,0.0
1998-11-03 00:00:00-05:00,273.0,274.0,272.5,272.75,259,0.0,0.0
1998-11-04 00:00:00-05:00,274.0,276.0,273.0,275.0,142,0.0,0.0
1998-11-05 00:00:00-05:00,275.0,276.5,275.0,276.0,256,0.0,0.0
1998-11-06 00:00:00-05:00,273.0,273.5,272.0,272.6000061035156,171,0.0,0.0
1998-11-09 00:00:00-05:00,270.29998779296875,272.6000061035156,270.0,271.20001220703125,426,0.0,0.0
1998-11-10 00:00:00-05:00,272.0,272.5,271.20001220703125,272.3999938964844,66,0.0,0.0
1998-11-11 00:00:00-05:00,272.29998779296875,273.5,272.0,273.5,431,0.0,0.0
1998-11-12 00:00:00-05:00,276.0,279.0,276.0,278.25,157,0.0,0.0
1998-11-13 00:00:00-05:00,278.5,278.5,275.0,277.5,188,0.0,0.0
1998-11-16 00:00:00-05:00,276.0,279.0,275.0,278.5,464,0.0,0.0
