Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-03-01 00:00:00-05:00,77.75,77.75,77.72000122070312,77.75,18,0.0,0.0
2001-03-02 00:00:00-05:00,77.5999984741211,77.5999984741211,77.5,77.5,125,0.0,0.0
2001-03-05 00:00:00-05:00,77.5,78.0,77.5,77.9000015258789,142,0.0,0.0
2001-03-06 00:00:00-05:00,77.8499984741211,78.19999694824219,77.8499984741211,78.19999694824219,13,0.0,0.0
2001-03-07 00:00:00-05:00,78.05000305175781,78.30000305175781,78.05000305175781,78.30000305175781,22,0.0,0.0
2001-03-08 00:00:00-05:00,77.9000015258789,78.0,77.9000015258789,77.94999694824219,22,0.0,0.0
2001-03-09 00:00:00-05:00,77.94999694824219,77.94999694824219,77.80000305175781,77.80000305175781,13,0.0,0.0
2001-03-12 00:00:00-05:00,77.5,77.69999694824219,77.5,77.69999694824219,37,0.0,0.0
2001-03-13 00:00:00-05:00,77.5999984741211,77.94999694824219,77.5,77.94999694824219,3,0.0,0.0
2001-03-14 00:00:00-05:00,77.30000305175781,77.44999694824219,77.30000305175781,77.44999694824219,14,0.0,0.0
2001-03-15 00:00:00-05:00,77.30000305175781,77.30000305175781,77.1500015258789,77.16999816894531,38,0.0,0.0
2001-03-16 00:00:00-05:00,77.19999694824219,77.25,77.0,77.25,10,0.0,0.0
2001-03-19 00:00:00-05:00,77.5,77.5,77.5,77.5,104,0.0,0.0
2001-03-20 00:00:00-05:00,77.5,77.6500015258789,77.5,77.6500015258789,17,0.0,0.0
2001-03-21 00:00:00-05:00,77.5,77.5,77.0,77.19999694824219,73,0.0,0.0
2001-03-22 00:00:00-05:00,77.0,77.30000305175781,77.0,77.30000305175781,5,0.0,0.0
2001-03-23 00:00:00-05:00,76.5,76.8499984741211,76.5,76.69999694824219,20,0.0,0.0
2001-03-26 00:00:00-05:00,76.7699966430664,76.7699966430664,76.5,76.69999694824219,24,0.0,0.0
2001-03-27 00:00:00-05:00,76.80000305175781,76.94999694824219,76.80000305175781,76.94999694824219,11,0.0,0.0
2001-03-28 00:00:00-05:00,77.0,77.0,76.75,76.75,4,0.0,0.0
2001-03-29 00:00:00-05:00,76.7699966430664,76.94999694824219,76.7699966430664,76.91999816894531,53,0.0,0.0
2001-03-30 00:00:00-05:00,76.9000015258789,76.9000015258789,76.5,76.62000274658203,17,0.0,0.0
2001-04-02 00:00:00-04:00,76.8499984741211,76.9000015258789,76.75,76.75,44,0.0,0.0
2001-04-03 00:00:00-04:00,76.8499984741211,77.05000305175781,76.8499984741211,77.0199966430664,65,0.0,0.0
2001-04-04 00:00:00-04:00,77.0999984741211,77.1500015258789,77.05000305175781,77.05000305175781,28,0.0,0.0
2001-04-05 00:00:00-04:00,77.05000305175781,77.0999984741211,77.0,77.0999984741211,22,0.0,0.0
2001-04-06 00:00:00-04:00,77.06999969482422,77.06999969482422,76.94999694824219,77.06999969482422,54,0.0,0.0
2001-04-09 00:00:00-04:00,77.05000305175781,77.2699966430664,77.05000305175781,77.22000122070312,20,0.0,0.0
2001-04-10 00:00:00-04:00,77.16999816894531,77.16999816894531,76.7699966430664,76.7699966430664,13,0.0,0.0
2001-04-11 00:00:00-04:00,76.7699966430664,76.80000305175781,76.75,76.80000305175781,62,0.0,0.0
2001-04-12 00:00:00-04:00,76.80000305175781,76.80000305175781,76.6500015258789,76.80000305175781,77,0.0,0.0
2001-04-16 00:00:00-04:00,76.75,77.05000305175781,76.69999694824219,77.05000305175781,107,0.0,0.0
2001-04-17 00:00:00-04:00,77.0,77.0999984741211,76.94999694824219,77.05000305175781,23,0.0,0.0
2001-04-18 00:00:00-04:00,77.0,77.05000305175781,76.69999694824219,76.80000305175781,37,0.0,0.0
2001-04-19 00:00:00-04:00,76.69999694824219,76.69999694824219,76.44999694824219,76.5,11,0.0,0.0
2001-04-20 00:00:00-04:00,76.75,76.80000305175781,76.75,76.80000305175781,43,0.0,0.0
2001-04-23 00:00:00-04:00,76.5999984741211,76.75,76.5999984741211,76.69999694824219,28,0.0,0.0
2001-04-24 00:00:00-04:00,76.5,76.5,76.25,76.37000274658203,66,0.0,0.0
2001-04-25 00:00:00-04:00,76.37000274658203,76.37000274658203,76.0999984741211,76.1500015258789,82,0.0,0.0
2001-04-26 00:00:00-04:00,76.1500015258789,76.4000015258789,76.1500015258789,76.4000015258789,2,0.0,0.0
2001-04-27 00:00:00-04:00,76.4000015258789,76.4000015258789,76.4000015258789,76.4000015258789,6,0.0,0.0
2001-04-30 00:00:00-04:00,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,1,0.0,0.0
2001-05-01 00:00:00-04:00,76.3499984741211,76.3499984741211,76.3499984741211,76.3499984741211,11,0.0,0.0
2001-05-02 00:00:00-04:00,76.4000015258789,76.4000015258789,76.16999816894531,76.16999816894531,106,0.0,0.0
2001-05-03 00:00:00-04:00,76.19999694824219,76.19999694824219,76.06999969482422,76.06999969482422,27,0.0,0.0
2001-05-04 00:00:00-04:00,76.0,76.0,75.8499984741211,75.8499984741211,16,0.0,0.0
2001-05-07 00:00:00-04:00,75.80000305175781,75.94999694824219,75.80000305175781,75.8499984741211,79,0.0,0.0
2001-05-08 00:00:00-04:00,75.9000015258789,76.0,75.8499984741211,75.9000015258789,52,0.0,0.0
2001-05-09 00:00:00-04:00,75.75,75.75,75.0999984741211,75.12000274658203,94,0.0,0.0
2001-05-10 00:00:00-04:00,75.12000274658203,75.4000015258789,75.0,75.4000015258789,68,0.0,0.0
2001-05-11 00:00:00-04:00,75.5199966430664,75.5199966430664,75.30000305175781,75.4000015258789,72,0.0,0.0
2001-05-14 00:00:00-04:00,75.5,75.6500015258789,75.5,75.6500015258789,143,0.0,0.0
2001-05-15 00:00:00-04:00,75.5999984741211,75.5999984741211,75.5,75.5,119,0.0,0.0
2001-05-16 00:00:00-04:00,75.5,75.69999694824219,75.5,75.69999694824219,108,0.0,0.0
2001-05-17 00:00:00-04:00,76.0,76.5,75.94999694824219,76.5,20,0.0,0.0
2001-05-18 00:00:00-04:00,76.5,76.5,76.0,76.0,46,0.0,0.0
2001-05-21 00:00:00-04:00,76.0999984741211,77.25,76.0999984741211,77.25,71,0.0,0.0
2001-05-22 00:00:00-04:00,77.0199966430664,77.19999694824219,76.81999969482422,77.19999694824219,120,0.0,0.0
2001-05-23 00:00:00-04:00,77.0999984741211,77.0999984741211,76.87000274658203,76.94999694824219,39,0.0,0.0
2001-05-24 00:00:00-04:00,76.69999694824219,77.4000015258789,76.62000274658203,77.31999969482422,58,0.0,0.0
2001-05-25 00:00:00-04:00,77.22000122070312,77.3499984741211,77.22000122070312,77.31999969482422,158,0.0,0.0
2001-05-29 00:00:00-04:00,77.19999694824219,77.66999816894531,77.19999694824219,77.66999816894531,11,0.0,0.0
2001-05-30 00:00:00-04:00,77.6500015258789,77.6500015258789,77.25,77.4000015258789,3340,0.0,0.0
2001-05-31 00:00:00-04:00,77.44999694824219,78.0,77.44999694824219,77.8499984741211,608,0.0,0.0
2001-06-01 00:00:00-04:00,77.9000015258789,78.0,77.75,77.9000015258789,20,0.0,0.0
2001-06-04 00:00:00-04:00,77.75,77.75,77.62000274658203,77.62000274658203,66,0.0,0.0
2001-06-05 00:00:00-04:00,77.5,77.69999694824219,77.5,77.69999694824219,56,0.0,0.0
2001-06-06 00:00:00-04:00,77.5,77.5,77.44999694824219,77.5,123,0.0,0.0
2001-06-07 00:00:00-04:00,77.4000015258789,77.47000122070312,77.22000122070312,77.30000305175781,65,0.0,0.0
2001-06-08 00:00:00-04:00,77.22000122070312,77.5,77.22000122070312,77.3499984741211,71,0.0,0.0
2001-06-11 00:00:00-04:00,77.3499984741211,77.3499984741211,77.0,77.25,126,0.0,0.0
2001-06-12 00:00:00-04:00,77.0,77.0199966430664,76.87000274658203,76.94999694824219,97,0.0,0.0
2001-06-13 00:00:00-04:00,77.0,77.05000305175781,76.80000305175781,76.87000274658203,56,0.0,0.0
2001-06-14 00:00:00-04:00,76.81999969482422,76.81999969482422,76.66999816894531,76.72000122070312,40,0.0,0.0
2001-06-15 00:00:00-04:00,76.80000305175781,76.87000274658203,76.66999816894531,76.72000122070312,56,0.0,0.0
2001-06-18 00:00:00-04:00,76.80000305175781,76.80000305175781,76.5,76.5,115,0.0,0.0
2001-06-19 00:00:00-04:00,76.66999816894531,76.8499984741211,76.56999969482422,76.8499984741211,55,0.0,0.0
2001-06-20 00:00:00-04:00,76.80000305175781,77.05000305175781,76.75,76.75,36,0.0,0.0
2001-06-21 00:00:00-04:00,76.69999694824219,76.72000122070312,76.5999984741211,76.69999694824219,62,0.0,0.0
2001-06-22 00:00:00-04:00,76.69999694824219,77.12000274658203,76.69999694824219,77.0999984741211,376,0.0,0.0
2001-06-25 00:00:00-04:00,76.5999984741211,77.30000305175781,76.5999984741211,77.30000305175781,129,0.0,0.0
2001-06-26 00:00:00-04:00,76.9000015258789,77.12000274658203,76.9000015258789,77.0999984741211,150,0.0,0.0
2001-06-27 00:00:00-04:00,76.9000015258789,77.30000305175781,76.9000015258789,77.30000305175781,62,0.0,0.0
2001-06-28 00:00:00-04:00,77.30000305175781,77.44999694824219,77.19999694824219,77.44999694824219,84,0.0,0.0
2001-06-29 00:00:00-04:00,77.25,77.25,76.80000305175781,76.91999816894531,148,0.0,0.0
2001-07-02 00:00:00-04:00,76.9000015258789,77.1500015258789,76.7699966430664,77.1500015258789,101,0.0,0.0
2001-07-03 00:00:00-04:00,77.0,77.05000305175781,76.8499984741211,77.0199966430664,96,0.0,0.0
2001-07-05 00:00:00-04:00,76.9000015258789,77.05000305175781,76.75,76.7699966430664,322,0.0,0.0
2001-07-06 00:00:00-04:00,76.75,77.5999984741211,76.75,77.5,245,0.0,0.0
2001-07-09 00:00:00-04:00,77.5,77.62000274658203,77.47000122070312,77.5199966430664,108,0.0,0.0
2001-07-10 00:00:00-04:00,77.3499984741211,77.3499984741211,77.0999984741211,77.1500015258789,671,0.0,0.0
2001-07-11 00:00:00-04:00,77.0999984741211,78.0199966430664,77.0,77.97000122070312,377,0.0,0.0
2001-07-12 00:00:00-04:00,77.9000015258789,78.3499984741211,77.8499984741211,78.06999969482422,382,0.0,0.0
2001-07-13 00:00:00-04:00,78.12000274658203,78.72000122070312,78.05000305175781,78.5999984741211,405,0.0,0.0
2001-07-16 00:00:00-04:00,78.5199966430664,78.62000274658203,78.25,78.44999694824219,508,0.0,0.0
2001-07-17 00:00:00-04:00,78.4000015258789,78.4000015258789,78.0,78.25,170,0.0,0.0
2001-07-18 00:00:00-04:00,78.1500015258789,78.4000015258789,78.0,78.37000274658203,106,0.0,0.0
2001-07-19 00:00:00-04:00,78.30000305175781,78.31999969482422,78.0,78.30000305175781,202,0.0,0.0
2001-07-20 00:00:00-04:00,78.0999984741211,78.19999694824219,77.9000015258789,77.94999694824219,438,0.0,0.0
2001-07-23 00:00:00-04:00,77.80000305175781,78.44999694824219,77.72000122070312,78.44999694824219,260,0.0,0.0
2001-07-24 00:00:00-04:00,78.3499984741211,78.5999984741211,78.31999969482422,78.5999984741211,199,0.0,0.0
2001-07-25 00:00:00-04:00,78.44999694824219,78.44999694824219,77.87000274658203,78.06999969482422,632,0.0,0.0
2001-07-26 00:00:00-04:00,77.9000015258789,78.30000305175781,77.62000274658203,78.19999694824219,268,0.0,0.0
2001-07-27 00:00:00-04:00,78.05000305175781,78.19999694824219,77.9000015258789,78.0199966430664,270,0.0,0.0
2001-07-30 00:00:00-04:00,77.80000305175781,78.0,77.6500015258789,78.0,215,0.0,0.0
2001-07-31 00:00:00-04:00,77.80000305175781,78.0,77.80000305175781,77.94999694824219,323,0.0,0.0
2001-08-01 00:00:00-04:00,77.87000274658203,77.87000274658203,77.69999694824219,77.81999969482422,570,0.0,0.0
2001-08-02 00:00:00-04:00,77.75,78.05000305175781,77.75,77.91999816894531,174,0.0,0.0
2001-08-03 00:00:00-04:00,77.80000305175781,77.94999694824219,77.7699966430664,77.80000305175781,423,0.0,0.0
2001-08-06 00:00:00-04:00,77.69999694824219,77.75,77.44999694824219,77.6500015258789,189,0.0,0.0
2001-08-07 00:00:00-04:00,77.6500015258789,77.9000015258789,77.62000274658203,77.80000305175781,146,0.0,0.0
2001-08-08 00:00:00-04:00,77.80000305175781,77.91999816894531,77.75,77.91999816894531,117,0.0,0.0
2001-08-09 00:00:00-04:00,77.80000305175781,77.87000274658203,77.5999984741211,77.6500015258789,243,0.0,0.0
2001-08-10 00:00:00-04:00,77.56999969482422,78.0,77.5199966430664,78.0,197,0.0,0.0
2001-08-13 00:00:00-04:00,77.80000305175781,78.0199966430664,77.80000305175781,78.0,212,0.0,0.0
2001-08-14 00:00:00-04:00,77.91999816894531,78.0999984741211,77.8499984741211,78.05000305175781,321,0.0,0.0
